rank,city,avg,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
368,"Rajahmundry, India",82,148,102,97,72,64,71,26,49,33,89,116,120
369,"Tadepallegudem, India",82,147,102,95,71,64,71,26,49,33,89,117,119
370,"Eslamshahr, Iran",82,93,76,66,55,75,93,119,59,58,57,106,132
371,"Boralday, Kazakhstan",82,203,148,96,46,31,26,32,24,38,84,136,119
372,"Changde, China",82,211,122,84,79,54,44,34,50,44,61,85,113
373,"Huanggang, China",82,160,117,110,81,56,46,35,45,39,98,89,109
374,"Leshan, China",82,162,142,66,61,57,46,48,44,53,56,94,157
375,"Pingliang, China",82,144,126,114,134,66,55,53,50,51,48,77,71
376,"Suihua, China",82,151,136,110,127,65,37,35,22,29,58,91,118
377,"Tongchuanshi, China",82,126,114,127,131,52,52,49,47,45,55,84,99
378,"Xinpu, China",82,127,85,127,102,73,44,30,29,40,77,118,129
379,"Xinyang, China",82,195,130,130,111,55,46,34,42,40,62,70,72
380,"Yingkou, China",82,107,112,127,123,71,53,47,39,52,69,67,112
381,"Guangshui, China",81,189,115,129,93,53,37,31,37,33,69,83,105
382,"Huaian, China",81,123,81,139,100,72,49,28,32,37,85,112,119
383,"Huaiyin, China",81,125,86,133,103,73,47,29,32,39,78,110,117
384,"Xiangtan, China",81,167,120,106,61,59,44,38,48,43,76,95,110
385,"Zhenjiang, China",81,114,84,115,104,69,50,33,42,46,78,108,128
386,"Alipur Duar, India",81,200,144,119,90,56,48,29,32,29,49,91,79
387,"Mandapeta, India",81,146,103,96,72,65,72,25,46,31,84,113,113
388,"Alleppey, India",80,103,99,95,72,74,57,72,81,76,87,68,74
389,"Bilaspur, India",80,73,61,81,61,64,56,72,68,71,114,96,141
390,"Dwarka, India",80,113,139,93,74,70,56,48,44,45,93,95,91
391,"Jagtial, India",80,104,97,82,77,75,75,51,65,59,85,94,96
392,"Solan, India",80,119,62,38,34,35,34,88,110,113,118,86,127
393,"Tanuku, India",80,145,103,96,73,66,73,25,44,30,80,112,109
394,"Jiroft, Iran",80,8,13,9,363,-,-,182,95,72,102,53,61
395,"JalAl Abad, Kyrgyzstan",80,230,194,78,37,29,34,39,40,36,36,54,155
396,"Benxi, China",80,108,108,108,126,67,58,48,42,52,71,69,99
397,"Ezhou, China",80,154,115,107,75,57,44,33,43,36,92,88,116
398,"Guangan, China",80,184,124,69,68,52,43,42,47,47,44,95,144
399,"Huangshi, China",80,149,120,100,73,59,47,41,46,41,87,86,110
400,"Rizhao, China",80,111,79,124,107,74,53,41,43,49,67,90,119
401,"Sanhe, China",80,85,112,158,129,78,57,47,46,57,80,56,59
402,"Chiang Mai, Thailand",80,69,128,225,228,54,18,12,21,14,20,57,111
403,"Osmaniye, Turkey",80,176,121,62,33,38,39,37,66,58,54,82,198
404,"Hefei, China",79,114,82,103,101,65,60,40,54,51,77,87,111
405,"Qinhuangdao, China",79,90,100,137,115,76,55,46,44,56,76,66,81
406,"Shenyang, China",79,93,108,118,129,67,50,45,37,47,67,70,111
407,"Wuhu, China",79,119,93,97,93,62,50,36,49,45,69,103,127
408,"Amravati, India",79,129,99,86,66,62,59,38,51,51,86,111,113
409,"Angamali, India",79,108,109,99,78,72,56,73,81,73,76,60,63
410,"Dhulia, India",79,108,102,86,64,60,58,52,57,79,85,78,124
411,"Jalgaon, India",79,107,99,83,67,58,57,53,61,73,88,85,118
412,"Kakinada, India",79,147,105,97,74,67,76,25,43,29,78,105,105
413,"Maihar, India",79,67,76,71,90,90,60,40,46,61,135,108,98
414,"Pithapuram, India",79,146,103,96,74,66,75,25,43,29,78,107,106
415,"Pushkar, India",79,95,91,69,69,83,63,62,82,57,81,106,95
416,"Samalkot, India",79,146,104,96,74,67,75,24,42,28,76,106,104
417,"Shiliguri, India",79,190,140,107,89,58,47,31,36,33,50,87,74
418,"Tuni, India",79,146,104,97,74,67,76,25,43,29,77,108,106
419,"Malard, Iran",78,81,70,69,66,80,84,102,73,45,62,90,117
420,"Chuzhou, China",78,105,94,114,98,65,51,36,46,44,68,94,123
421,"Gaoping, China",78,171,120,69,69,60,46,44,43,45,53,89,121
422,"Jiaozhou, China",78,114,81,111,97,70,51,42,43,47,58,89,127
423,"Loudi, China",78,157,110,90,64,56,45,36,49,44,66,100,118
424,"Shaoyang, China",78,148,101,87,64,55,46,38,51,51,66,103,122
425,"Xiaoxita, China",78,186,157,85,69,46,33,31,37,34,42,77,133
426,"Gaziantep, Turkey",78,192,120,66,42,41,40,40,41,48,65,104,134
427,"Matam, Senegal",77,129,139,534,-,-,-,-,-,-,-,64,53
428,"Hancheng, China",77,108,96,143,84,55,53,50,54,39,69,81,95
429,"Meishan, China",77,159,126,67,60,54,46,44,41,49,59,102,122
430,"Mianyang, China",77,170,99,67,69,60,51,47,45,43,55,90,132
431,"Siping, China",77,82,98,133,132,72,48,41,33,48,75,74,90
432,"Wusong, China",77,111,79,89,96,67,54,41,50,51,72,94,116
433,"Yanjiang, China",77,161,125,67,62,57,47,46,42,47,53,88,134
434,"Zhuozhou, China",77,73,116,157,132,69,58,46,50,50,71,54,43
435,"Zhuzhou, China",77,159,108,99,59,56,42,35,46,42,73,93,110
436,"Amalapuram, India",77,149,111,97,81,74,82,26,36,25,65,95,88
437,"Draksharama, India",77,144,103,95,74,67,74,24,40,27,72,107,100
438,"Jamnagar, India",77,110,133,90,72,68,56,47,42,42,86,86,87
439,"Kochi, India",77,113,108,99,71,73,55,64,70,63,76,64,71
440,"Malaut, India",77,130,75,54,58,59,58,32,49,54,79,168,113
441,"Malegaon, India",77,107,101,84,63,61,62,42,47,67,87,81,125
442,"Tezpur, India",77,168,135,99,94,63,54,29,38,43,49,71,75
443,"Dezful, Iran",77,62,73,49,58,92,104,62,80,93,102,85,68
444,"Madan, Iran",77,71,70,47,63,90,78,67,78,90,92,89,93
445,"Taft, Iran",77,58,73,48,65,68,81,117,61,100,119,65,66
446,"Bhilai, India",76,90,67,82,48,57,49,69,72,72,103,87,116
447,"Narasapur, India",76,143,104,93,75,68,76,24,37,26,68,101,95
448,"Porbandar, India",76,106,128,89,73,68,56,47,42,43,85,88,85
449,"Seven Pagodas, India",76,120,120,75,57,63,70,71,65,46,61,57,110
450,"Vadodara, India",76,98,94,76,69,96,69,57,50,47,74,98,88
451,"Bandar E Genaveh, Iran",76,77,93,65,65,115,107,76,93,85,-,76,64
452,"Shushtar, Iran",76,56,71,56,59,97,99,85,92,77,89,79,55
453,"Pljevlja, Montenegro",76,161,172,77,49,22,21,28,23,19,39,112,183
454,"Islamabad, Pakistan",76,112,74,80,26,27,40,35,55,42,78,158,185
455,"Changchun, China",76,93,102,130,143,75,45,36,31,39,71,75,77
456,"Changsha, China",76,162,111,101,62,55,41,34,45,40,64,87,109
457,"Chengdu, China",76,152,122,75,69,64,53,50,43,48,56,83,91
458,"Hengyang, China",76,162,108,86,55,64,41,36,44,43,68,91,108
459,"Rongjiawan, China",76,174,108,91,73,52,44,37,50,45,72,75,94
460,"Yan'an, China",76,116,91,127,124,55,50,49,50,43,46,79,80
461,"Yangzhou, China",76,112,86,118,99,65,42,34,36,37,62,99,118
462,"Yingzhong, China",76,116,81,107,94,61,47,35,38,40,64,99,124
463,"Abu Qir, Egypt",76,139,96,96,106,-,-,-,71,104,91,104,110
464,"Al Ayn, United Arab Emirates",76,51,63,57,58,85,102,123,111,88,73,53,46
465,"Beining, China",75,89,88,128,116,71,54,46,37,45,67,62,95
466,"Fuyu, China",75,96,86,108,149,90,44,40,25,35,61,80,86
467,"Kuytun, China",75,155,168,74,64,46,49,48,44,37,52,54,106
468,"Luofeng, China",75,106,101,111,98,69,49,41,42,45,57,66,109
469,"Nanchong, China",75,157,109,63,69,58,48,49,45,47,54,90,116
470,"Qinbaling, China",75,133,110,104,132,54,51,54,46,48,46,66,59
471,"Akola, India",75,105,93,78,62,57,55,45,51,63,79,93,123
472,"Koratla, India",75,97,91,77,73,72,71,48,63,56,81,82,89
473,"Meghraj, India",75,102,110,80,81,78,60,63,53,47,81,80,67
474,"Metpalli, India",75,96,91,77,73,73,72,49,64,57,83,78,89
475,"Palakollu, India",75,141,105,93,76,70,77,24,35,24,63,100,90
476,"Ahram, Iran",75,55,64,46,50,97,90,86,107,93,94,71,51
477,"Bandar E Mahshahr, Iran",75,56,58,52,52,88,118,63,87,86,88,85,70
478,"Bamako, Mali",75,110,195,148,133,89,-,37,37,45,79,12,9
479,"Abuja, Nigeria",75,218,176,73,32,12,6,24,22,20,58,77,181
480,"Bhainsa, India",74,106,91,75,70,65,65,42,55,52,78,90,96
481,"Bhusaval, India",74,100,93,78,59,52,52,53,60,71,83,79,111
482,"Bodupal, India",74,80,82,75,79,71,68,62,67,63,74,64,100
483,"Conjeeveram, India",74,124,116,71,59,66,66,60,63,48,57,59,102
484,"Karimnagar, India",74,98,91,76,72,69,70,46,59,55,78,78,90
485,"Sambalpur, India",74,112,98,93,74,50,60,38,45,49,66,99,103
486,"Madaba, Jordan",74,20,55,79,84,122,99,86,91,95,89,32,34
487,"Darhan, Mongolia",74,160,175,32,25,24,6,-,-,-,-,192,278
488,"Anda, China",74,121,102,84,127,81,41,46,25,34,60,80,85
489,"Changping, China",74,68,103,142,118,71,55,47,45,51,65,56,71
490,"Jilin, China",74,99,95,104,150,63,49,36,31,39,64,78,76
491,"Laiyang, China",74,118,91,111,89,64,46,38,38,41,53,69,129
492,"Luan, China",74,134,90,101,94,53,47,32,44,42,59,83,108
493,"Qingdao, China",74,101,77,112,103,69,51,42,41,46,59,80,108
494,"Kigali, Rwanda",74,105,139,57,48,56,84,115,77,71,45,42,51
495,"Anqing, China",73,124,93,89,87,57,47,31,46,46,65,88,106
496,"Chongqing, China",73,146,99,67,57,57,45,42,45,47,49,88,128
497,"Jine, China",73,134,111,67,58,60,44,42,42,45,49,99,119
498,"Maanshan, China",73,106,79,89,90,65,54,37,50,46,63,83,108
499,"Gulbarga, India",73,78,87,77,64,54,46,21,42,67,31,85,220
500,"Jaunpur, India",73,92,68,66,75,73,75,29,48,31,65,135,121
501,"Khem Karan, India",73,176,88,42,32,30,21,24,28,28,60,190,159
502,"Rajkot, India",73,102,124,86,68,64,54,44,40,41,82,85,82
503,"Beyram, Iran",73,34,147,93,64,35,65,99,69,90,61,43,79
504,"Qarchak, Iran",73,120,56,56,39,52,85,53,44,57,57,122,139
505,"Zarand, Iran",73,49,59,51,56,76,113,126,84,64,75,75,45
506,"Curchorem, India",72,99,99,90,71,60,45,28,37,35,83,75,138
507,"Mahbubnagar, India",72,86,98,80,76,63,51,38,60,57,99,67,94
508,"Palghat, India",72,120,93,99,86,73,44,46,56,51,60,39,99
509,"Panaji, India",72,100,100,89,71,60,45,28,37,35,83,74,136
510,"Arvayheer, Mongolia",72,199,144,84,70,52,35,32,28,36,69,45,74
511,"Changzhou, China",72,99,74,92,90,62,48,28,37,44,72,96,127
512,"Chizhou, China",72,115,88,84,86,59,46,30,49,46,60,82,113
513,"Tangshan, China",72,93,105,135,89,61,44,38,39,49,68,57,87
514,"Zhuangyuan, China",72,99,86,110,95,68,49,40,41,44,56,68,113
515,"Hanoi, Vietnam",72,132,92,95,81,50,46,43,49,50,66,96,65
516,"Bhimavaram, India",71,132,99,89,71,67,72,22,31,23,56,100,88
517,"Chennai, India",71,109,98,68,54,60,60,62,62,48,71,58,104
518,"Loutolim, India",71,99,100,89,71,60,45,28,37,35,82,73,131
519,"Trichur, India",71,111,120,88,82,67,54,55,56,55,57,56,54
520,"Ban Houayxay, Laos",71,48,123,216,251,47,15,12,14,9,13,42,66
521,"Ciudad Apodaca, Mexico",71,81,77,79,67,65,71,63,62,58,70,63,90
522,"Alberton, South Africa",71,42,36,50,78,69,119,113,105,84,66,51,40
523,"Ban Ton Pao, Thailand",71,75,124,207,191,53,23,15,21,-,19,51,68
524,"Hanzhong, China",71,177,95,75,80,44,42,38,37,33,39,79,115
525,"Suining, China",71,148,109,65,66,55,44,45,43,46,47,77,104
526,"Tongliao, China",70,71,68,113,128,105,53,48,34,43,55,59,62
527,"Mundra, India",70,95,112,83,71,67,55,48,39,40,78,79,77
528,"Nainital, India",70,65,60,64,70,67,62,52,66,58,78,95,102
529,"Panchgani, India",70,84,96,72,43,25,56,81,94,94,94,37,62
530,"Udaipur, India",70,101,76,61,62,74,60,59,62,50,67,88,79
531,"Varanasi, India",70,83,61,63,76,68,70,27,42,29,60,133,123
532,"Vidisha, India",70,97,91,74,65,70,56,34,51,46,98,80,80
533,"Qaraghandy, Kazakhstan",70,142,166,109,53,61,27,29,24,49,42,77,63
534,"Lerma, Mexico",70,102,112,96,94,97,78,59,52,-,112,16,20
535,"Tonala, Mexico",70,99,101,108,104,87,101,39,36,42,37,50,38
536,"Phayao, Thailand",70,77,135,191,213,54,16,10,14,13,16,42,55
537,"Chiang Rai, Thailand",69,64,128,200,212,51,18,13,14,13,18,43,48
538,"Sing Buri, Thailand",69,113,121,137,144,47,17,20,29,-,39,64,99
539,"Coyhaique, Chile",69,13,15,34,75,83,170,175,94,83,40,26,22
540,"Yongzhou, China",69,131,96,82,56,49,42,34,43,47,63,86,93
541,"Dehra Dun, India",69,103,91,63,78,77,49,31,49,49,83,71,84
542,"Medinipur, India",69,114,76,68,63,48,45,26,47,36,68,117,115
543,"Yavatmal, India",69,102,84,72,58,54,53,36,46,49,72,96,104
544,"Ozgon, Kyrgyzstan",69,234,220,132,67,81,18,14,15,13,6,18,13
545,"Xaignabouli, Laos",69,66,141,255,140,60,18,13,19,17,17,38,47
546,"Sinuiju, North Korea",69,99,98,116,104,55,45,41,32,44,48,52,90
547,"Bodhan, India",68,87,87,70,66,65,62,42,56,50,76,73,85
548,"Naliya, India",68,91,105,81,71,67,54,48,38,40,75,76,75
549,"Quilon, India",68,93,84,77,66,68,56,61,68,55,72,54,62
550,"Raichur, India",68,77,101,80,67,45,46,27,36,33,80,78,147
551,"Andimeshk, Iran",68,60,60,42,44,74,82,73,91,83,80,76,54
552,"Ciudad Benito Juarez, Mexico",68,90,82,79,66,63,65,50,54,44,53,61,106
553,"Hovd, Mongolia",68,237,189,110,51,46,40,39,41,24,17,8,17
554,"Ban Mae Cho, Thailand",68,71,113,199,220,45,14,9,14,7,15,43,70
555,"Ban Piang Luang, Thailand",68,65,108,232,235,48,17,10,15,-,16,35,38
556,"Iganga, Uganda",68,89,111,65,63,114,113,115,88,-,-,32,28
557,"Chengde, China",68,80,84,112,114,69,49,45,38,44,64,55,58
558,"Dalian, China",68,86,95,95,96,67,50,44,44,48,56,57,79
559,"Nanchang, China",68,105,87,88,63,56,43,33,42,43,65,88,101
560,"Pingxiang, China",68,139,89,74,57,51,40,33,44,46,62,77,101
561,"Shangzhou, China",68,120,92,88,116,44,44,43,43,36,41,74,78
562,"Xining, China",68,101,87,130,118,63,46,49,53,49,48,46,26
563,"Changan, China",67,170,81,81,67,48,40,34,47,39,58,63,75
564,"Dazhou, China",67,172,90,50,57,48,37,36,41,45,41,71,121
565,"Linghai, China",67,79,89,117,110,63,49,43,32,39,47,52,83
566,"Yantai, China",67,85,73,101,95,69,48,39,41,46,54,58,90
567,"Nanded, India",67,88,83,69,65,64,62,42,56,50,74,74,82
568,"Narasaraopet, India",67,100,93,78,75,70,69,34,41,34,60,70,77
569,"Pathanamthitta, India",67,92,86,80,63,64,51,59,65,58,72,56,60
570,"Raurkela, India",67,113,90,81,68,48,54,35,44,48,49,87,89
571,"Jakarta, Indonesia",67,34,31,46,42,75,78,88,101,81,88,73,65
572,"Pakxan, Laos",67,75,113,132,159,77,30,27,31,26,31,51,47
573,"Bac Giang, Vietnam",67,106,76,69,68,54,45,47,53,58,60,95,74
574,"Tuyen Quang, Vietnam",67,139,120,116,96,57,37,31,21,27,37,61,58
575,"Ban Mae Kha Tai, Thailand",67,75,121,174,192,59,22,13,24,-,25,51,44
576,"Lamphun, Thailand",67,86,144,182,149,51,17,12,18,11,26,52,54
577,"Ash Shihaniyah, Qatar",66,46,48,37,44,63,53,77,104,73,66,51,133
578,"Gangtok, India",66,110,136,123,113,59,50,27,26,22,14,58,51
579,"Hyderabad, India",66,85,92,73,67,62,49,38,55,42,77,63,90
580,"Mirzapur, India",66,83,59,62,72,60,70,27,38,28,62,126,103
581,"Vinukonda, India",66,104,93,77,72,68,68,31,38,32,58,71,77
582,"Medan, Indonesia",66,55,66,79,89,60,72,72,55,68,71,53,52
583,"Palembang, Indonesia",66,43,45,43,45,50,71,62,86,152,97,58,37
584,"Behbahan, Iran",66,47,67,38,50,59,72,81,124,73,63,72,49
585,"Kicevo, Macedonia",66,160,121,60,43,27,21,30,23,29,39,93,145
586,"Strumica, Macedonia",66,130,108,46,36,27,24,32,26,32,37,97,194
587,"Cholula De Rivadabia, Mexico",66,80,85,96,88,96,63,42,43,46,41,51,66
588,"Maiduguri, Nigeria",66,61,56,35,68,119,-,-,-,-,-,304,149
589,"Chengxiang, China",66,82,60,84,90,61,53,39,38,43,59,76,103
590,"Huzhou, China",66,88,69,88,87,53,45,31,39,44,57,91,104
591,"Puqi, China",66,124,83,82,69,50,38,23,37,38,80,70,94
592,"Yushan, China",66,81,61,79,84,63,57,38,41,44,60,78,104
593,"Bayan Hot, China",65,83,61,85,132,74,62,62,53,49,42,41,40
594,"Daqing, China",65,105,86,73,104,74,40,46,25,32,53,71,69
595,"Jiujiang, China",65,99,79,74,71,53,46,34,44,45,76,75,86
596,"Xuanzhou, China",65,88,82,79,85,53,43,29,40,43,56,77,103
597,"Addanki, India",65,116,92,77,68,64,66,27,34,28,55,74,77
598,"Baidyabati, India",65,139,80,57,50,33,29,13,36,24,49,123,146
599,"Chilakalurupet, India",65,106,92,76,71,67,67,30,36,30,57,71,76
600,"Cuddalore, India",65,100,95,59,51,56,59,58,58,43,60,47,91
601,"Jaggayyapeta, India",65,103,90,72,69,66,66,29,41,30,69,73,73
602,"Junnar, India",65,67,73,55,38,25,41,76,88,91,103,43,76
603,"Sattenapalle, India",65,102,92,76,72,68,68,30,36,30,57,71,73
604,"Tiruppur, India",65,76,79,68,52,49,35,34,46,31,53,76,179
605,"Et Tira, Israel",65,-,35,11,14,102,148,190,106,44,47,44,35
606,"Bijelo Polje, Montenegro",65,142,149,69,56,21,17,21,17,16,39,100,127
607,"Al Khubar, Saudi Arabia",65,181,89,114,85,13,-,-,-,-,-,162,130
608,"Madinat Zayid, United Arab Emirates",65,45,76,52,56,70,88,78,97,70,58,46,45
609,"Dubai, United Arab Emirates",64,56,106,77,60,53,64,66,71,63,55,43,54
610,"Chakradharpur, India",64,132,84,69,68,55,48,35,42,35,23,79,94
611,"Chimakurti, India",64,109,92,75,69,65,66,27,34,27,55,72,75
612,"Chirala, India",64,109,92,75,69,65,66,27,34,27,55,72,75
613,"Erode, India",64,84,77,73,57,63,38,35,41,31,48,65,161
614,"Kandukur, India",64,111,92,75,69,65,66,27,34,27,55,73,76
615,"Kavali, India",64,112,92,74,69,65,66,27,34,27,55,73,76
616,"Khammam, India",64,106,89,69,66,64,65,26,41,28,71,74,71
617,"Machilipatnam, India",64,119,93,77,67,65,68,22,26,22,44,86,76
618,"Mangalagiri, India",64,112,87,66,62,62,62,25,41,29,72,75,69
619,"Mangalore, India",64,82,96,87,54,40,41,43,44,42,63,68,104
620,"Mangur, India",64,106,89,72,67,65,66,27,39,28,66,74,72
621,"Niala Kondapalle, India",64,106,89,70,67,65,66,27,39,28,66,74,72
622,"Ongole, India",64,112,92,75,69,65,67,27,34,27,55,73,76
623,"Pedda Nandipadu, India",64,107,91,75,69,66,67,28,34,27,55,72,74
624,"Puducherry, India",64,100,94,59,51,57,59,57,58,43,60,47,87
625,"Secunderabad, India",64,85,92,72,69,65,54,41,50,43,67,44,82
626,"Vikarabad, India",64,71,79,65,68,65,51,38,57,53,74,45,96
627,"Malayer, Iran",64,54,59,46,45,72,54,98,80,82,67,56,49
628,"Suzhou, China",64,87,63,82,83,55,44,31,35,37,54,85,114
629,"Phu Ly, Vietnam",64,169,95,116,72,57,52,37,45,-,-,64,57
630,"Bac Ninh, Vietnam",63,59,56,69,42,59,42,51,65,50,71,123,69
631,"Dindigul, India",63,93,84,68,55,58,40,34,40,32,45,65,138
632,"Kottagudem, India",63,108,90,72,67,65,66,25,35,26,59,74,72
633,"Macherla, India",63,90,86,75,71,66,62,36,45,36,62,62,70
634,"Negapatam, India",63,99,92,58,51,56,58,57,58,42,57,46,85
635,"Nizamabad, India",63,77,78,66,62,62,60,41,54,47,71,66,74
636,"Repalle, India",63,111,91,74,67,65,67,24,29,24,49,78,73
637,"Tiruvannamalai, India",63,99,92,59,51,56,59,57,58,42,57,45,84
638,"Qazvin, Iran",63,128,99,79,81,87,74,32,36,39,35,47,24
639,"Rafsanjan, Iran",63,31,64,31,44,83,80,92,61,62,109,51,53
640,"Alamedin, Kyrgyzstan",63,206,131,66,28,19,18,16,17,26,49,81,102
641,"Cadereyta Jimenez, Mexico",63,75,71,72,59,53,56,53,59,49,59,54,92
642,"Nong Khai, Thailand",63,63,91,139,139,50,26,21,30,27,40,61,67
643,"Phitsanulok, Thailand",63,77,119,133,123,51,19,18,33,17,21,76,68
644,"Malatya, Turkey",63,69,50,70,43,42,39,37,49,70,74,95,112
645,"Kabale, Uganda",63,79,98,54,60,46,58,83,100,-,-,87,87
646,"Kampala, Uganda",63,99,100,50,35,43,68,72,79,72,49,39,46
647,"Tuzla, Bosnia And Herzegovina",63,117,124,73,49,33,37,34,33,31,33,64,131
648,"San Bernardo, Chile",63,54,74,65,70,86,80,87,57,49,48,37,45
649,"Baishan, China",63,90,72,89,101,60,45,43,34,43,54,51,76
650,"Jinhua, China",63,82,72,84,77,57,49,30,34,36,57,82,97
651,"Liaoyuan, China",63,94,90,92,112,52,45,36,30,33,63,40,66
652,"Mudanjiang, China",63,100,71,83,116,47,35,30,24,33,59,72,91
653,"Nanjing, China",63,90,68,91,90,52,38,25,32,33,55,83,101
654,"Yancheng, China",63,93,55,96,92,54,36,31,27,30,51,85,104
655,"Mahilyow, Belarus",62,48,37,36,49,27,25,148,323,-,-,32,16
656,"Karamay, China",62,145,109,58,53,43,48,46,43,37,41,41,81
657,"Longba, China",62,127,70,127,84,40,51,37,33,21,28,60,67
658,"Yunxian Chengguanzhen, China",62,145,103,73,102,34,43,42,44,27,-,59,71
659,"Bapatla, India",62,107,91,73,67,65,66,25,31,25,52,73,73
660,"Bezwada, India",62,104,90,72,69,66,66,25,30,24,52,73,74
661,"Chittoor, India",62,93,85,59,56,57,51,42,55,39,70,53,87
662,"Ellore, India",62,115,91,76,66,64,67,22,25,22,41,82,73
663,"Jangaon, India",62,67,75,66,67,60,60,55,58,53,63,56,66
664,"Nagari, India",62,93,85,59,57,58,52,42,55,39,70,52,84
665,"Nasik, India",62,95,91,70,55,44,48,31,35,40,88,69,82
666,"Pedana, India",62,115,91,75,66,64,67,22,25,22,40,80,73
667,"Ponnuru, India",62,107,90,73,68,65,66,26,32,25,53,73,71
668,"Sirsilla, India",62,77,77,65,61,61,62,41,52,47,67,58,71
669,"Atitalaquia, Mexico",62,78,82,79,69,61,69,50,50,55,50,57,47
670,"Tlaquepaque, Mexico",62,78,81,68,67,79,76,40,37,46,36,75,61
671,"Toluca, Mexico",62,98,86,78,70,65,60,46,48,52,51,50,42
672,"Quang Tri, Vietnam",62,20,42,77,38,112,76,72,75,-,161,35,35
673,"Ban Om Noi, Thailand",62,75,95,97,82,52,44,42,44,40,51,61,66
674,"Samut Sakhon, Thailand",62,85,81,74,56,37,27,33,58,46,54,93,94
675,"Loei, Thailand",61,57,105,140,119,53,26,21,33,14,53,60,47
676,"Iskenderun, Turkey",61,80,69,60,67,60,41,40,47,54,41,81,94
677,"Kahramanmaras, Turkey",61,166,75,44,41,40,29,33,44,38,53,73,95
678,"Mus, Turkey",61,90,136,43,56,47,48,48,58,55,49,60,43
679,"Salihli, Turkey",61,55,40,39,39,49,55,88,89,55,44,115,63
680,"Turgutlu, Turkey",61,143,49,42,30,40,52,51,65,50,61,66,83
681,"Guntur, India",61,107,89,71,66,64,65,24,30,23,52,73,67
682,"Jalor, India",61,67,63,53,52,59,56,69,64,47,52,75,76
683,"Tanjore, India",61,92,88,62,52,57,51,49,51,40,52,47,94
684,"Tenali, India",61,107,89,71,66,64,66,24,30,24,52,73,68
685,"Birjand, Iran",61,20,41,30,61,56,104,134,78,58,68,51,32
686,"Iranshahr, Iran",61,-,-,-,-,-,-,143,171,110,115,94,97
687,"Tetovo, Macedonia",61,134,94,44,32,28,25,30,31,34,46,77,159
688,"Ciudad Santa Catarina, Mexico",61,76,70,77,58,52,57,51,55,48,57,61,74
689,"Chifeng, China",61,77,57,96,93,78,47,49,36,42,55,54,43
690,"Nantong, China",61,92,63,88,86,51,37,28,25,28,52,80,106
691,"Pudong, China",61,74,55,75,87,60,52,38,37,41,53,72,91
692,"Sanzhou, China",61,147,87,53,52,44,37,35,38,40,40,64,100
